Employee_ID,Employee_Name,Department,Date,Tasks_Completed,Target_Tasks,Quality_Score,Hours_Worked,Year,Month,Month_Name,Productivity_Pct,Efficiency,Performance_Category,Quality_Category,Hit_Target
E040,Employee_40,Operations,2026-01-04,50,50,90.59,8,2026,1,Jan 2026,100.0,6.25,Good,Good Quality,True
E041,Employee_41,AI,2026-01-04,65,50,91.56,10,2026,1,Jan 2026,130.0,6.5,Excellent,Good Quality,True
E042,Employee_42,Data,2026-01-04,54,50,92.58,7,2026,1,Jan 2026,108.0,7.71,Good,Good Quality,True
E043,Employee_43,QA,2026-01-04,61,50,90.74,6,2026,1,Jan 2026,122.0,10.17,Excellent,Good Quality,True
E044,Employee_44,Operations,2026-01-04,37,50,96.83,9,2026,1,Jan 2026,74.0,4.11,Poor,High Quality,False
E045,Employee_45,AI,2026-01-04,34,50,88.88,6,2026,1,Jan 2026,68.0,5.67,Poor,Average Quality,False
E046,Employee_46,Data,2026-01-04,63,50,97.11,7,2026,1,Jan 2026,126.0,9.0,Excellent,High Quality,True
E047,Employee_47,QA,2026-01-04,56,50,86.3,10,2026,1,Jan 2026,112.0,5.6,Excellent,Average Quality,True
E048,Employee_48,Operations,2026-01-04,51,50,89.38,10,2026,1,Jan 2026,102.0,5.1,Good,Average Quality,True
E049,Employee_49,AI,2026-01-04,48,50,91.72,9,2026,1,Jan 2026,96.0,5.33,Average,Good Quality,False
E050,Employee_50,Data,2026-01-04,60,50,93.33,8,2026,1,Jan 2026,120.0,7.5,Excellent,Good Quality,True
E001,Employee_01,AI,2026-01-05,70,50,99.27,9,2026,1,Jan 2026,140.0,7.78,Excellent,High Quality,True
E002,Employee_02,Data,2026-01-05,47,50,88.88,9,2026,1,Jan 2026,94.0,5.22,Average,Average Quality,False
E003,Employee_03,QA,2026-01-05,57,50,92.32,10,2026,1,Jan 2026,114.0,5.7,Excellent,Good Quality,True
E004,Employee_04,Operations,2026-01-05,51,50,88.58,10,2026,1,Jan 2026,102.0,5.1,Good,Average Quality,True
E005,Employee_05,AI,2026-01-05,47,50,100.0,10,2026,1,Jan 2026,94.0,4.7,Average,High Quality,False
E006,Employee_06,Data,2026-01-05,48,50,97.31,6,2026,1,Jan 2026,96.0,8.0,Average,High Quality,False
E007,Employee_07,QA,2026-01-05,36,50,90.48,9,2026,1,Jan 2026,72.0,4.0,Poor,Good Quality,False
E008,Employee_08,Operations,2026-01-05,69,50,94.4,8,2026,1,Jan 2026,138.0,8.62,Excellent,Good Quality,True
E009,Employee_09,AI,2026-01-05,40,50,93.29,7,2026,1,Jan 2026,80.0,5.71,Below Average,Good Quality,False
E010,Employee_10,Data,2026-01-05,38,50,99.95,8,2026,1,Jan 2026,76.0,4.75,Poor,High Quality,False
E011,Employee_11,QA,2026-01-05,38,50,91.34,8,2026,1,Jan 2026,76.0,4.75,Poor,Good Quality,False
E012,Employee_12,Operations,2026-01-05,63,50,96.27,7,2026,1,Jan 2026,126.0,9.0,Excellent,High Quality,True
E013,Employee_13,AI,2026-01-05,43,50,91.99,9,2026,1,Jan 2026,86.0,4.78,Below Average,Good Quality,False
E014,Employee_14,Data,2026-01-05,42,50,89.31,9,2026,1,Jan 2026,84.0,4.67,Below Average,Average Quality,False
E015,Employee_15,QA,2026-01-05,55,50,94.56,6,2026,1,Jan 2026,110.0,9.17,Excellent,Good Quality,True
E016,Employee_16,Operations,2026-01-05,45,50,97.95,7,2026,1,Jan 2026,90.0,6.43,Average,High Quality,False
E017,Employee_17,AI,2026-01-05,41,50,91.79,9,2026,1,Jan 2026,82.0,4.56,Below Average,Good Quality,False
E018,Employee_18,Data,2026-01-05,42,50,98.45,10,2026,1,Jan 2026,84.0,4.2,Below Average,High Quality,False
E019,Employee_19,QA,2026-01-05,47,50,95.71,8,2026,1,Jan 2026,94.0,5.88,Average,High Quality,False
E020,Employee_20,Operations,2026-01-05,43,50,99.04,7,2026,1,Jan 2026,86.0,6.14,Below Average,High Quality,False
E021,Employee_21,AI,2026-01-05,55,50,99.12,7,2026,1,Jan 2026,110.0,7.86,Excellent,High Quality,True
E022,Employee_22,Data,2026-01-05,45,50,82.18,8,2026,1,Jan 2026,90.0,5.62,Average,Below Average,False
E023,Employee_23,QA,2026-01-05,26,50,86.59,10,2026,1,Jan 2026,52.0,2.6,Poor,Average Quality,False
E024,Employee_24,Operations,2026-01-05,47,50,96.63,7,2026,1,Jan 2026,94.0,6.71,Average,High Quality,False
E025,Employee_25,AI,2026-01-05,62,50,93.44,8,2026,1,Jan 2026,124.0,7.75,Excellent,Good Quality,True
E026,Employee_26,Data,2026-01-05,53,50,93.38,8,2026,1,Jan 2026,106.0,6.62,Good,Good Quality,True
